schema|uuid|id|hierarchylevel|title|datasetcreationdate|abstract|keyword|geobox|constraints|securityconstraints|legalconstraints|temporalextent|image|responsibleparty|link|metadatacreationdate|productinformation|parentid
iso19139|b45e43a2-0537-4d42-977b-b81bd988082f|21|dataset|Arealressurskart - AR250 - Dyrkbar jord||Kartlag i det landsdekkende datasettet AR250 som viser dyrkbar jord i målestokk 1:250 000. Dyrkbar jord er arealer som ved oppdyrking kan settes i stand slik at de vil holde kravene til fulldyrka jord og som holder kravene til klima og jordkvalitet for plantedyrking. Kartlaget Dyrkbar jord i AR250 er fremstilt ved generalisering av datasettet Dyrkbar jord avledet fra Digitalt markslagskart og oppdatert med arealressursklasser fra Arealressurskart i målestokk 1:5.000 (AR5). Over tregrensa er dyrkbar jord konstruert etter tolking av satellittbilder . I tillegg er det brukt topografisk Norgeskart i målestokk 1:250.000 (N250) der vi verken har hatt AR5 eller satellittbilder tilgjengelig. Dyrkbar jord kan være registrert på arealtypene overflatedyrka jord, innmarksbeite, skog, åpen fastmark og myr slik dette er kartlagt i datasettet Arealressurskart i målestokk 1:5000 (FKB-AR5). Figurer med dyrkar jord som er mindre enn 100 dekar vises ikke på kartet, men blir slått sammen med tilgrensende områder.Datasettet oppdateres en gang hvert tredje år. Gjeldende datasett er fra 31.12.2016.|Land cover,Åpne data,Norge digitalt,fellesDatakatalog,Landbruk,Norge,Dyrkbar,Jordbruk,Dyrka,Fulldyrka,Landbruk,Jord|2,33,57,72|Bruksbegrensninger Ingen begrensninger på bruk er oppgitt. ,Ingen begrensninger på bruk er oppgitt.|Sikkerhetsnivå Ugradert: Available for general disclosure|Tilgangsrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerÅpne data,Åpne data,Brukerrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerNorsk lisens for offentlige data (NLOD),Norsk lisens for offentlige data (NLOD),Andre restriksjoner Ingen begrensninger  oppgitt. ,Ingen begrensninger oppgitt.|0001-01-01now|https://editor.geonorge.no/thumbnails/b45e43a2-0537-4d42-977b-b81bd988082f_20160530072248_mini_dyrkingsjord_i_skog_og_myr.png,https://editor.geonorge.no/thumbnails/b45e43a2-0537-4d42-977b-b81bd988082f_20160530072248_dyrkingsjord_i_skog_og_myr.png|Ingvild NystuenNorsk institutt for bioøkonomi64 94 80 0064 94 80 01Raveien 9ÅsAkershusPb 115, 1430 ÅsNorgegisdrift@skogoglandskap.no,Ingvild NystuenNorsk institutt for bioøkonomigisdrift@nibio.no|https://kart8.nibio.no/api/capabilities/|2023-11-15|https://nibio.no/tema/jord/arealressurser?Produktside,Produktspesifikasjon,https://register.geonorge.no/register/versjoner/produktark/norsk-institutt-for-biookonomi/ar250Produktark,https://register.geonorge.no/register/versjoner/tegneregler/norsk-institutt-for-biookonomi/ar250Tegnforklaring,dekningsoversikt,https://nibio.no/tjenester/nedlasting-av-kartdata/dokumentasjon/ar250?hjelp,dekningsoversikt rutenett,dekningsoversikt celle|544abd7d-2cd1-43b6-a9df-a2931c761eb3
iso19139|41f6b000-c394-41c5-8ebb-07a0a3ec914f|29|dataset|Arealressurskart - AR50 - Arealtyper||Arealtype er et kartlag eller egenskap med egne presentasjonsregler i det landsdekkende datasettet AR50 som viser hovedtyper av arealessurser i målestokk 1:50 000 tilpasset bruk i målestokker fra 1:20 000 til 1:100 000. Arealtype er en inndeling i åtte arealressursklasser. Egenskap/kolonne i datasettet som skal brukes til å fremstille kartlaget heter ARTYPE i SOSI-format og arealtype i gml og gdb-format. Lovlige egenskapverdier i henhold til kodelisten er: 10 - Bebygd og samferdsel; 20 - Jordbruksareal; 30 - Skog; 50 - Snaumark; 60 - Myr; 70 - SnøIsbre; 81 - Ferskvann; 82 - Hav; 99 - Ikke kartlagt. AR50 fremstilt ved en generalisering av FKB-AR5 under tregrensa og tolking av satellittbilder over tregrensa. Figurer som er mindre enn 15 dekar vises ikke på kartet, men blir slått sammen med tilgrensende områder. Datasettet er således ikke egnet for romlig analyser. Datasettet har vært oppdatert en gang hvert tredje år med siste års versjon av FKB-AR5 (Arealressurskart i målestokk 1:5000 i databasen pr. 31.12). Første versjon av datasettet AR50 (årsversjon 2010) ble produsert av AR5 og N50 per 31.12.2010, samt AR-FJELL med satellittbilder (IMAGE2000) fra perioden 1994 og 2006. Det er siden laget årsversjon 2013 (AR5 og N50 per 31.12.2013) og årsversjon 2016 (AR5 og N50 per 31.12.2016). AR-FJELL er ikke oppdatert etter 2010. Andre versjon av datasettet AR50 (årsversjon 2020) ble produsert av AR5 og N50 per 31.12.2021, samt AR-FJELL2 med sentinell-2 bilder. Produksjonsløypa er skrevet om med ny kode. Kodeverket er justert til endringer i inngangsdatasettene. De generaliserte figurene vil derfor avvike noe fra tidligere versjoner. I tillegg er det topologisk retting inkludert glatting av figurene. Data lastes ned som fylkesvise eller kommunevise filer. Det er ikke nødvendig laste ned datasettet mer enn en gang for å fremstille alle kartlagene i datasettet.|geodataloven,Det offentlige kartgrunnlaget,Norge digitalt,modellbaserteVegprosjekter,fellesDatakatalog,Landbruk,Norge,Bebyggelse,Jordbruk,Skog,Snaumark,Myr,Isbre,Ferskvann,Hav,Arealressurs,Arealtype,Areal,National|2,33,57,72|Bruksbegrensninger Ingen begrensninger på bruk er oppgitt. ,Ingen begrensninger på bruk er oppgitt.|Sikkerhetsnivå Ugradert: Available for general disclosure|Tilgangsrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerÅpne data,Åpne data,Brukerrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerNorsk lisens for offentlige data (NLOD),Norsk lisens for offentlige data (NLOD),Andre restriksjoner Ingen begrensninger  oppgitt. ,Ingen begrensninger oppgitt.|0001-01-01now|https://editor.geonorge.no/thumbnails/41f6b000-c394-41c5-8ebb-07a0a3ec914f_20160914131704_mini_ar50arealtyper.png,https://editor.geonorge.no/thumbnails/41f6b000-c394-41c5-8ebb-07a0a3ec914f_20160914131704_ar50arealtyper.png|Ingvild NystuenNorsk institutt for bioøkonomi64 94 80 0064 94 80 01Raveien 9ÅsAkershusPb 115, 1430 ÅsNorgegisdrift@skogoglandskap.no,Christina SoggeNorsk institutt for bioøkonomigisdrift@nibio.no|https://kart8.nibio.no/api/capabilities/|2024-01-08|https://nibio.no/tema/jord/arealressurser?Produktside,https://register.geonorge.no/register/versjoner/produktspesifikasjoner/norsk-institutt-for-biookonomi/ar50Produktspesifikasjon,https://register.geonorge.no/register/versjoner/produktark/norsk-institutt-for-biookonomi/ar50Produktark,https://register.geonorge.no/register/versjoner/tegneregler/norsk-institutt-for-biookonomi/ar50Tegnforklaring,https://register.geonorge.no/register/det-offentlige-kartgrunnlaget/dekning?fylke=&dataset=41f6b000-c394-41c5-8ebb-07a0a3ec914fdekningsoversikt,https://nibio.no/tjenester/nedlasting-av-kartdata/dokumentasjon/ar50?hjelp,dekningsoversikt rutenett,dekningsoversikt celle|4bc2d1e0-f693-4bf2-820d-c11830d849a3
iso19139|44a9aa68-bd02-4d1e-8ad3-462b21b64e6f|75834|dataset|Vegetasjon - Beite for storfe - Egnethet||Kommunvise kartlag i datasettet Vegetasjon som viser vegetasjonsdekket delt inn i 3 beiteklassar for storfe. Grunnlaget for inndeling er innhaldet av beiteplanter i vegetasjonstypane og hovedtrekk i storfe sine beitevanar. Kartlaget er tilpasset bruk i målestokker fra 1:2000 til 1:50 000. Dekning varierer - rundt 20 000 km2 er kartlagt. Egenskap som skal brukes til å fremstille kartlaget heter STORFE_BESKRI. Areal i kvadratmeter er oppført i egenskap AREA_C.|Land cover,Åpne data,Norge digitalt,fellesDatakatalog,Landbruk,Natur,Norge,Fastland,Vegetasjon,Beite,Vegetasjonstype,Storfe|2,33,57,72|Bruksbegrensninger Ingen ,Ingen|Sikkerhetsnivå Ugradert: Available for general disclosure|Tilgangsrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerÅpne data,Åpne data,Brukerrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerNorsk lisens for offentlige data (NLOD),Norsk lisens for offentlige data (NLOD),Andre restriksjoner Ingen restriksjoner ,Ingen restriksjoner|0001-01-01now|http://www.geonorge.no:80/geonetwork/srv/eng/resources.get?uuid=bb11056b-c019-4f42-8a4b-35606cc6b153&fname=beite_for_sau_s.png,http://www.geonorge.no:80/geonetwork/srv/eng/resources.get?uuid=bb11056b-c019-4f42-8a4b-35606cc6b153&fname=beite_for_sau.png|Ingvild NystuenNorsk institutt for bioøkonomiSeksjonsleder64 94 80 0064 94 80 01Raveien 9ÅsAkersjusPostboks 115, 1430 ÅsNorgegisdrift@skogoglandskap.no,Ingvild NystuenNorsk institutt for bioøkonomigisdrift@nibio.no|https://kart8.nibio.no/api/capabilities/|2023-11-15|http://www.skogoglandskap.no/seksjoner/nedlastingsinformasjonNedlastingsinformasjon,http://www.skogoglandskap.no/kart/vegetasjonskartTemasider,https://nibio.no/tjenester/nedlasting-av-kartdata/dokumentasjon/vegetasjon?Produktside,Produktspesifikasjon,https://register.geonorge.no/register/versjoner/produktark/norsk-institutt-for-biookonomi/vegetasjonProduktark,https://register.geonorge.no/register/versjoner/tegneregler/norsk-institutt-for-biookonomi/vegetasjonTegnforklaring,dekningsoversikt,https://nibio.no/tjenester/nedlasting-av-kartdata/dokumentasjon/vegetasjon?hjelp,dekningsoversikt rutenett,dekningsoversikt celle|cf86c8d3-5fb6-44eb-9ae3-a33897447f05
iso19139|39d420fd-fe7b-46ae-ac2c-26c46c16d18f|75832|dataset|Vegetasjon - Naturtyper||Kommunvise kartlag i datasettet Vegetasjon som viser naturtyper som er viktig for biologisk mangfold og som helt eller delvis kan avledes fra vegetasjonskartet. Kartlaget er tilpasset bruk i målestokker fra 1:2000 til 1:50 000. Dekning varierer - rundt 20 000 km2 er kartlagt. Egenskap som skal brukes til å fremstille kartlaget heter TYPE1_BESK. Areal i kvadratmeter er oppført i egenskap AREA_C.|Land cover,Åpne data,Norge digitalt,fellesDatakatalog,Landbruk,Natur,Norge fastland,Vegetasjon,Arealdekke,Vegetasjonstype,Naturtype|2,33,57,72|Bruksbegrensninger Ingen ,Ingen|Sikkerhetsnivå Ugradert: Available for general disclosure|Tilgangsrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerÅpne data,Åpne data,Brukerrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerNorsk lisens for offentlige data (NLOD),Norsk lisens for offentlige data (NLOD),Andre restriksjoner Ingen ,Ingen|0001-01-01now|http://www.geonorge.no:80/geonetwork/srv/eng/resources.get?uuid=39d420fd-fe7b-46ae-ac2c-26c46c16d18f&fname=naturtyper_s.png,http://www.geonorge.no:80/geonetwork/srv/eng/resources.get?uuid=39d420fd-fe7b-46ae-ac2c-26c46c16d18f&fname=naturtyper.png|Ingvild NystuenNorsk institutt for bioøkonomiSeksjonsleder64 94 80 0064 94 80 01Raveien 9ÅsAkersjusPostboks 115, 1430 ÅsNorgegisdrift@skogoglandskap.no,Ingvild NystuenNorsk institutt for bioøkonomigisdrift@nibio.no|https://kart8.nibio.no/api/capabilities/|2023-11-15|http://www.skogoglandskap.no/seksjoner/nedlastingsinformasjonNedlastingsinformasjon,http://www.skogoglandskap.no/kart/vegetasjonskartTemasider,https://nibio.no/tema/landskap/vegetasjonskart?Produktside,Produktspesifikasjon,https://register.geonorge.no/register/versjoner/produktark/norsk-institutt-for-biookonomi/vegetasjonProduktark,https://register.geonorge.no/register/versjoner/tegneregler/norsk-institutt-for-biookonomi/vegetasjonTegnforklaring,dekningsoversikt,https://nibio.no/tjenester/nedlasting-av-kartdata/dokumentasjon/vegetasjon?hjelp,dekningsoversikt rutenett,dekningsoversikt celle|cf86c8d3-5fb6-44eb-9ae3-a33897447f05
iso19139|bb11056b-c019-4f42-8a4b-35606cc6b153|75833|dataset|Vegetasjon - Beite for sau - Egnethet||Kommunvise kartlag i datasettet Vegetasjon som viser vegetasjonsdekket delt inn i 3 beiteklassar for sau. Grunnlaget for inndeling er innhaldet av beiteplanter i vegetasjonstypane og hovedtrekk i sauen sine beitevanar. Kartlaget er tilpasset bruk i målestokker fra 1:2000 til 1:50 000. Dekning varierer - rundt 20 000 km2 er kartlagt. Egenskap som skal brukes til å fremstille kartlaget heter SAU_BESKRI. Areal i kvadratmeter er oppført i egenskap AREA_C.|Åpne data,Norge digitalt,modellbaserteVegprosjekter,fellesDatakatalog,Landbruk,Natur,Norge fastland,Vegetasjon,Beite,Vegetasjonstype,Sau|2,33,57,72|Bruksbegrensninger Ingen ,Ingen|Sikkerhetsnivå Ugradert: Available for general disclosure|Tilgangsrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerÅpne data,Åpne data,Brukerrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerNorsk lisens for offentlige data (NLOD),Norsk lisens for offentlige data (NLOD),Andre restriksjoner Ingen restriksjoner ,Ingen restriksjoner|0001-01-01now|http://www.geonorge.no:80/geonetwork/srv/eng/resources.get?uuid=bb11056b-c019-4f42-8a4b-35606cc6b153&fname=beite_for_sau_s.png,http://www.geonorge.no:80/geonetwork/srv/eng/resources.get?uuid=bb11056b-c019-4f42-8a4b-35606cc6b153&fname=beite_for_sau.png|Ingvild NystuenNorsk institutt for bioøkonomiSeksjonsleder64 94 80 0064 94 80 01Raveien 9ÅsAkersjusPostboks 115, 1430 ÅsNorgegisdrift@skogoglandskap.no,Ingvild NystuenNorsk institutt for bioøkonomigisdrift@nibio.no|https://kart8.nibio.no/api/capabilities/|2023-11-15|http://www.skogoglandskap.no/seksjoner/nedlastingsinformasjonNedlastingsinformasjon,http://www.skogoglandskap.no/kart/vegetasjonskartTemasider,https://nibio.no/tema/landskap/vegetasjonskart?Produktside,Produktspesifikasjon,https://register.geonorge.no/register/versjoner/produktark/norsk-institutt-for-biookonomi/vegetasjonProduktark,https://register.geonorge.no/register/versjoner/tegneregler/norsk-institutt-for-biookonomi/vegetasjonTegnforklaring,dekningsoversikt,https://nibio.no/tjenester/nedlasting-av-kartdata/dokumentasjon/vegetasjon?hjelp,dekningsoversikt rutenett,dekningsoversikt celle|cf86c8d3-5fb6-44eb-9ae3-a33897447f05
iso19139|dabbee3c-b5ea-43e8-a9ce-bc1f91509108|75830|dataset|Vegetasjon - Hovedtyper||Kommunvise kartlag i datasettet Vegetasjon som viser vegetasjonsdekket delt inn i 10 hovudgrupper. Kartlaget er tilpasset bruk i målestokker fra 1:2000 til 1:50 000. Dekning varierer - rundt 20 000 km2 er kartlagt. Egenskap som skal brukes til å fremstille kartlaget heter HOVUDTYPE. Areal i kvadratmeter er oppført i egenskap AREA_C.|Land cover,Åpne data,Norge digitalt,fellesDatakatalog,Landbruk,Natur,Norge,Fastland,Vegetasjon,Arealdekke,Vegetasjonstype,Hovedtype,Beite|2,33,57,72|Bruksbegrensninger Ingen ,Ingen|Sikkerhetsnivå Ugradert: Available for general disclosure|Tilgangsrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerÅpne data,Åpne data,Brukerrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerNorsk lisens for offentlige data (NLOD),Norsk lisens for offentlige data (NLOD),Andre restriksjoner Ingen restriksjoner ,Ingen restriksjoner|0001-01-01now|http://www.geonorge.no:80/geonetwork/srv/eng/resources.get?uuid=dabbee3c-b5ea-43e8-a9ce-bc1f91509108&fname=hovedtype_vegetasjon_s.png,http://www.geonorge.no:80/geonetwork/srv/eng/resources.get?uuid=dabbee3c-b5ea-43e8-a9ce-bc1f91509108&fname=hovedtype_vegetasjon.png|Ingvild NystuenNorsk institutt for bioøkonomiSeksjonsleder64 94 80 0064 94 80 01Raveien 9ÅsAkersjusPostboks 115, 1430 ÅsNorgegisdrift@skogoglandskap.no,Ingvild NystuenNorsk institutt for bioøkonomigisdrift@nibio.no|https://kart8.nibio.no/api/capabilities/|2023-11-15|http://www.skogoglandskap.no/seksjoner/nedlastingsinformasjonNedlastingsinformasjon,http://www.skogoglandskap.no/kart/vegetasjonskartTemasider,https://nibio.no/tema/landskap/vegetasjonskart?Produktside,Produktspesifikasjon,https://register.geonorge.no/register/versjoner/produktark/norsk-institutt-for-biookonomi/vegetasjonProduktark,https://register.geonorge.no/register/versjoner/tegneregler/norsk-institutt-for-biookonomi/vegetasjonTegnforklaring,dekningsoversikt,https://nibio.no/tjenester/nedlasting-av-kartdata/dokumentasjon/vegetasjon?hjelp,dekningsoversikt rutenett,dekningsoversikt celle|cf86c8d3-5fb6-44eb-9ae3-a33897447f05
iso19139|7469d461-0633-422b-a223-344f5a6ec555|75831|dataset|Vegetasjon - Vegetasjonstyper||Kommunvise kartlag i datasettet Vegetasjon som viser vegetasjonsdekket delt inn i karakteristisk samling av artar som vil finnast att på stader med like veksevilkår. Kartlaget er tilpasset bruk i målestokker fra 1:2000 til 1:50 000. Dekning varierer - rundt 20 000 km2 er kartlagt. Egenskap som skal brukes til å fremstille kartlaget heter TYPE1_BESK. Areal i kvadratmeter er oppført i egenskap AREA_C.|Land cover,Åpne data,Norge digitalt,fellesDatakatalog,Landbruk,Natur,Norge,Vegetasjon,Arealdekke,Vegetasjonstype,Beite|2,33,57,72|Bruksbegrensninger Ingen ,Ingen|Sikkerhetsnivå Ugradert: Available for general disclosure|Tilgangsrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerÅpne data,Åpne data,Brukerrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerNorsk lisens for offentlige data (NLOD),Norsk lisens for offentlige data (NLOD),Andre restriksjoner Ingen restriksjoner ,Ingen restriksjoner|0001-01-01now|http://www.geonorge.no:80/geonetwork/srv/eng/resources.get?uuid=7469d461-0633-422b-a223-344f5a6ec555&fname=vegetasjon_s.png,http://www.geonorge.no:80/geonetwork/srv/eng/resources.get?uuid=7469d461-0633-422b-a223-344f5a6ec555&fname=vegetasjon.png|Ingvild NystuenNorsk institutt for bioøkonomiSeksjonsleder64 94 80 0064 94 80 01Raveien 9ÅsAkersjusPostboks 115, 1430 ÅsNorgegisdrift@skogoglandskap.no,Ingvild NystuenNorsk institutt for bioøkonomigisdrift@nibio.no|https://kart8.nibio.no/api/capabilities/|2023-11-15|http://www.skogoglandskap.no/seksjoner/nedlastingsinformasjonNedlastingsinformasjon,http://www.skogoglandskap.no/kart/vegetasjonskartTemasider,https://nibio.no/tema/landskap/vegetasjonskart?Produktside,Produktspesifikasjon,https://register.geonorge.no/register/versjoner/produktark/norsk-institutt-for-biookonomi/vegetasjonProduktark,https://register.geonorge.no/register/versjoner/tegneregler/norsk-institutt-for-biookonomi/vegetasjonTegnforklaring,dekningsoversikt,https://nibio.no/tjenester/nedlasting-av-kartdata/dokumentasjon/vegetasjon?hjelp,dekningsoversikt rutenett,dekningsoversikt celle|cf86c8d3-5fb6-44eb-9ae3-a33897447f05
iso19139|39c357fc-8c56-49e0-a6ba-3e434d62a585|68030|dataset|Bunnsedimenter (kornstørrelse), oversikt||Datasettet viser kornstørrelsessammensetning i sjøbunnssedimentenes øvre del. Kornstørrelsesdata er basert på analyser av sjøbunnsprøver, analyser og tolkning av digitale reflektivitetsdata, samt tolkning av analoge og digitale seismiske data. Temakoder og egenskaper følger SOSI-standarden, versjon 4.0. I egenskapstabellen til datasettet er det gitt opplysninger om de forskjellige kornstørrelsesklasser og hvilken benevnelse som brukes ut fra innholdet av ulike fraksjoner i sedimenter.|Sea regions,Inspire,Norge digitalt,geodataloven,Mareano,fellesDatakatalog,Geologi,Norge,Nordsjøen,Norskehavet,Barentshavet,Skagerrak,avsetning,sediment,bart fjell,bunntyper,ekkolodd,geologi,grus,hav,havbunn,kornstørrelse,leir,løsmasser,marin,maringeologi,overflatesediment,sand,silt,slam,stein,undervanns,sjøbunn,kartlegging,natur,NGU,National|0.00,75.00,56.00,83.00|Bruksbegrensninger Detaljnivået på datasettet tilsier bruk innenfor  kartmålestokken: 1:2000.000 - 1:10.000.000 ,Detaljnivået på datasettet tilsier bruk innenfor kartmålestokken: 1:2000.000 - 1:10.000.000The level of detail in the data set indicates use within the map scale: 1: 2000,000 to 1: 10,000,000|Sikkerhetsnivå Ugradert: Available for general disclosure|Tilgangsrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerÅpne data,Åpne data,Brukerrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerNorsk lisens for offentlige data (NLOD),Norsk lisens for offentlige data (NLOD),|0001-01-01now|https://www.geonorge.no/geonetwork/srv/nor/resources.get?uuid=39c357fc-8c56-49e0-a6ba-3e434d62a585&access=public&fname=kornstorrelse_oversikt_s.png,https://editor.geonorge.no/thumbnails/39c357fc-8c56-49e0-a6ba-3e434d62a585_20230119102007_SedKorn_Ov_dekning_NGU.JPG|Aave LeplandNorges geologiske undersøkelseDataadministrator4773904000Leiv Eirikssons vei 39TrondheimAave.Lepland@ngu.nohttp://www.mareano.no/kart?language=no&bbox=455845.2,7596298.9,705060.8,7749135.0&KARTBILDE_ID=93,Janne Grete WescheNorges geologiske undersøkelsemetadataansvarlig@ngu.no|https://geo.ngu.no/download/order?dataset=702|2024-02-12|https://register.geonorge.no/produktspesifikasjoner/bunnsedimenter-kornstørrelseProduktspesifikasjon,https://register.geonorge.no/produktark/bunnsedimenter-kornstørrelse-oversiktProduktark,http://www.ngu.no/emne/bunnsedimenterProduktside,https://register.geonorge.no/tegneregler/bunnsedimenter-kornstørrelseTegnforklaring,https://editor.geonorge.no/thumbnails/39c357fc-8c56-49e0-a6ba-3e434d62a585_20230119102007_SedKorn_Ov_dekning_NGU.JPGdekningsoversikt,hjelp,dekningsoversikt rutenett,dekningsoversikt celle|42576a01-08c0-4d05-a33f-5f6143857b56
iso19139|79b687ac-7eba-4432-97e2-04dcbc98ccd6|68031|dataset|Bunnsedimenter (dannelse), oversikt||Datasettet viser bunnsedimenter i de øverste 1-2 m av havbunnen, klassifisert etter jordartstype. Jordart som egenskap beskriver løsmassenens dannelsesmåte. Dataene dekker deler av Norsk kontinentalsokkel i Norskehavet, Nordsjøen og i Skagerrak. Datagrunnlaget for dette tema er innholdet i kvartærgeologiske kart (løsmassekart) som foreligger analogt, og/eller digitale data fra moderne kartlegging. Dataene er digitalisert med tanke på presentasjon i målestokk =<1:1 000 000 (oversiktskart).|Sea regions,Inspire,Norge digitalt,geodataloven,Mareano,fellesDatakatalog,Geologi,Norge,norsk kontinentalsokkel,Norskehavet,Skagerrak,Nordsjøen,Norge,avsetning,sediment,bart fjell,bunntyper,ekkolodd,geologi,habitat,hav,havbunn,løsmasser,marin,maringeologi,multistråleekkolodd,overflatesediment,sand,silt,slam,stein,undervanns,sjøbunn,kartlegging,natur,naturtype,prosesser,jordart,kvartærgeologi,kvartære sedimenter,glasimarin,morene,bunnstrøm,skredavsetning,løsmasseskred,suspensjonsavsetning,NGU,MAREANO,National|2.00,33.00,57.00,72.00|Bruksbegrensninger Detaljnivået på datasettet tilsier bruk innenfor  kartmålestokken: 1:250.000 - 1:1.000.000 ,Detaljnivået på datasettet tilsier bruk innenfor kartmålestokken: 1:250.000 - 1:1.000.000The level of detail in the data set indicates use within the map scale: 1: 250,000 to 1: 1000,000|Sikkerhetsnivå Ugradert: Available for general disclosure|Tilgangsrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerÅpne data,Åpne data,Brukerrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerNorsk lisens for offentlige data (NLOD),Norsk lisens for offentlige data (NLOD),|0001-01-01now|https://editor.geonorge.no/thumbnails/79b687ac-7eba-4432-97e2-04dcbc98ccd6_20220111182943_Marin_Dannelse_OV.JPG,https://editor.geonorge.no/thumbnails/79b687ac-7eba-4432-97e2-04dcbc98ccd6_20220111182943_mini_Marin_Dannelse_OV.JPG,https://editor.geonorge.no/thumbnails/79b687ac-7eba-4432-97e2-04dcbc98ccd6_20220111182943_medium_Marin_Dannelse_OV.JPG|Aave LeplandNorges geologiske undersøkelseDataadministrator4773904000Leiv Eirikssons vei 39TrondheimAave.Lepland@ngu.nohttp://www.mareano.no/kart/viewer.php?language=no&bbox=283238.6,7597620.0,963769.4,7964010.0&KARTBILDE_ID=47,Janne Grete WescheNorges geologiske undersøkelsemetadataansvarlig@ngu.no|https://geo.ngu.no/download/order?dataset=708|2024-02-12|https://register.geonorge.no/produktspesifikasjoner/bunnsedimenter-dannelseProduktspesifikasjon,https://register.geonorge.no/produktark/bunnsedimenter-dannelse-oversiktProduktark,http://www.ngu.no/emne/dannelse-av-bunnsedimenterProduktside,https://register.geonorge.no/tegneregler/bunnsedimenter-dannelseTegnforklaring,TYPE:WMS@PATH:https://geo.ngu.no/mapserver/MarinBunnsedimenterWMS?@LAYER:Sedimentdannelse_Ovdekningsoversikt,https://www.mareano.no/tema/dannelse_av_bunnesedimenterhjelp,dekningsoversikt rutenett,dekningsoversikt celle|f85e9b47-cd03-4de1-b037-c0fc0cfb2fed
iso19139|79f0f17d-9f62-456d-b1a9-2a8c754c51c4|21492|dataset|Bunnsedimenter (kornstørrelse), detaljert||Datasettet viser kornstørrelsessammensetning i sjøbunnssedimentenes øvre del (øverste 0-10 cm av sjøbunnen). I egenskapstabellen til datasettet er det gitt opplysninger om de forskjellige kornstørrelsesklasser og hvilken benevnelse som brukes ut fra innholdet av ulike fraksjoner i sedimenter.|Sea regions,Inspire,Norge digitalt,geodataloven,Mareano,ØkologiskGrunnkart,MarineGrunnkart,fellesDatakatalog,Geologi,Norge,Hvaler,Froan,Fosnes,Oslofjorden,Andfjorden,Vågsfjorden,Sørøysundet,Rijpfjorden,Kongsfjorden,Nordfjord,avsetning,sediment,bart fjell,bunntyper,ekkolodd,geologi,grus,habitat,hav,havbunn,kornstørrelse,leir,løsmasser,marin,maringeologi,multistråleekkolodd,overflatesediment,sand,silt,slam,stein,undervanns,sjøbunn,bunnfellingsområder,gravbarhet,fjord,detaljert,kartlegging,natur,naturtype,NGU,MAREANO,GEOS,HASUT,Marine Grunnkart i kystsonen,National|4.00,30.00,57.00,81.00|Bruksbegrensninger Detaljnivået på datasettet tilsier bruk innenfor  kartmålestokken: 1:20.000 - 1:150.000. ,Detaljnivået på datasettet tilsier bruk innenfor kartmålestokken: 1:20.000 - 1:150.000.The level of detail in the data set indicates use within the map scale: 1: 20,000 to 1: 150,000|Sikkerhetsnivå Ugradert: Available for general disclosure|Tilgangsrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerÅpne data,Åpne data,Brukerrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerNorsk lisens for offentlige data (NLOD),Norsk lisens for offentlige data (NLOD),|0001-01-01now|https://www.geonorge.no/geonetwork/srv/nor/resources.get?uuid=79f0f17d-9f62-456d-b1a9-2a8c754c51c4&access=public&fname=kornstorrelse_det_s.png|Aave LeplandNorges geologiske undersøkelseDataadministrator4773904000Leiv Eirikssons vei 39TrondheimAave.Lepland@ngu.nohttp://www.mareano.no/kart?language=no&bbox=455845.2,7596298.9,705060.8,7749135.0&KARTBILDE_ID=93,Janne Grete WescheNorges geologiske undersøkelsemetadataansvarlig@ngu.no|https://geo.ngu.no/download/order?dataset=700|2024-02-12|https://register.geonorge.no/produktspesifikasjoner/bunnsedimenter-kornstørrelseProduktspesifikasjon,https://register.geonorge.no/produktark/bunnsedimenter-kornstørrelse-detaljertProduktark,http://www.ngu.no/emne/bunnsedimenterProduktside,https://register.geonorge.no/tegneregler/bunnsedimenter-kornstørrelseTegnforklaring,TYPE:WMS@PATH:https://geo.ngu.no/mapserver/MarinBunnsedimenterWMS?@LAYER:Det_kart_korndekningsoversikt,hjelp,dekningsoversikt rutenett,dekningsoversikt celle|42576a01-08c0-4d05-a33f-5f6143857b56
